[29Mar2025 00:00:00.716] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaquin367> pero sin comida xd
[29Mar2025 00:00:08.812] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Caslu_x> es q ademas me distrae la cosita q aparece
[29Mar2025 00:00:10.647] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id rats:rat
[29Mar2025 00:00:15.316] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Caslu_x> yo ya se items toy agarrando
[29Mar2025 00:00:18.852] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Caslu_x> mod mas inutil
[29Mar2025 00:00:22.253] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaquin367> tonces no te distraiga
[29Mar2025 00:00:31.377] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Caslu_x> pero mi distraigo facil :(
[29Mar2025 00:00:35.235] [Server thread/WARN] [net.minecraft.world.entity.ai.attributes.AttributeMap/]: Ignoring unknown attribute 'generic.maxHealth'
[29Mar2025 00:00:35.236] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity duneons:warmdrowned but it was marked as removed already
[29Mar2025 00:00:35.236] [Server thread/WARN] [net.minecraft.world.entity.ai.attributes.AttributeMap/]: Ignoring unknown attribute 'generic.maxHealth'
[29Mar2025 00:00:35.236] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity duneons:warmdrowned but it was marked as removed already
[29Mar2025 00:01:03.952] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Caslu_x> un fucking ogro
[29Mar2025 00:01:10.281] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Caslu_x> ciclope digo
[29Mar2025 00:01:32.718] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Caslu_x has made the advancement [Tiny Proud Soul]
[29Mar2025 00:01:32.718] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Caslu_x has made the advancement [Slash Blade]
[29Mar2025 00:01:51.957] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <joaquin367> aldea de cazadores de vampiros
[29Mar2025 00:01:57.135] [Worker-Main-5/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id duneons:captainmountaineer
[29Mar2025 00:01:57.136] [Worker-Main-5/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id duneons:mountaineeriron
[29Mar2025 00:02:02.144] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1696, y=-70, z=-783} but found not block entity block Block{minecraft:air} at location
[29Mar2025 00:02:02.145] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:air} but failed at location BlockPos{x=-1696, y=-70, z=-783}
[29Mar2025 00:02:09.507] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Caslu_x has made the advancement [Proud Soul]
[29Mar2025 00:02:13.407] [Worker-Main-3/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id duneons:captainmountaineer
[29Mar2025 00:02:13.407] [Worker-Main-3/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id duneons:mountaineeriron
[29Mar2025 00:02:14.594] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1699, y=-70, z=-785} but found not block entity block Block{minecraft:air} at location
[29Mar2025 00:02:14.595] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:air} but failed at location BlockPos{x=-1699, y=-70, z=-785}
[29Mar2025 00:02:14.595] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1698, y=-67, z=-787} but found not block entity block Block{minecraft:air} at location
[29Mar2025 00:02:14.595] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:air} but failed at location BlockPos{x=-1698, y=-67, z=-787}
[29Mar2025 00:02:14.595] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1698, y=-70, z=-789} but found not block entity block Block{minecraft:air} at location
[29Mar2025 00:02:14.595] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:air} but failed at location BlockPos{x=-1698, y=-70, z=-789}
[29Mar2025 00:02:14.595] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1692, y=-67, z=-789} but found not block entity block Block{minecraft:air} at location
[29Mar2025 00:02:14.596] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:air} but failed at location BlockPos{x=-1692, y=-67, z=-789}
[29Mar2025 00:02:14.596] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1694, y=-70, z=-789} but found not block entity block Block{minecraft:air} at location
[29Mar2025 00:02:14.596] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:air} but failed at location BlockPos{x=-1694, y=-70, z=-789}
[29Mar2025 00:02:14.596] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1687, y=-67, z=-785} but found not block entity block Block{minecraft:air} at location
[29Mar2025 00:02:14.596] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:air} but failed at location BlockPos{x=-1687, y=-67, z=-785}
[29Mar2025 00:02:51.523] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2101, y=-47, z=-784}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.792] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2102, y=-41, z=-784}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.792] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2102, y=-41, z=-783}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.792] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2102, y=-41, z=-782}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.793] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2102, y=-41, z=-781}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.793] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2102, y=-41, z=-780}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.793] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2102, y=-41, z=-779}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.793] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2102, y=-41, z=-778}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.793] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2102, y=-41, z=-777}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.793] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2102, y=-41, z=-776}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.793] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2102, y=-41, z=-775}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.793] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2102, y=-41, z=-774}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.793] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2102, y=-41, z=-772}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.793] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2102, y=-41, z=-771}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.793] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2103, y=-41, z=-784}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.793] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2103, y=-41, z=-783}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2103, y=-41, z=-782}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2103, y=-41, z=-781}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2103, y=-41, z=-780}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2103, y=-41, z=-779}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2103, y=-41, z=-778}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2103, y=-41, z=-777}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2103, y=-41, z=-776}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2103, y=-41, z=-775}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2103, y=-41, z=-774}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2103, y=-41, z=-772}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2103, y=-41, z=-771}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2104, y=-41, z=-784}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2104, y=-41, z=-783}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2104, y=-41, z=-782}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2104, y=-41, z=-781}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2104, y=-41, z=-780}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2104, y=-41, z=-779}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2104, y=-41, z=-778}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2104, y=-41, z=-777}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.794] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2104, y=-41, z=-776}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2104, y=-41, z=-775}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2104, y=-41, z=-774}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2104, y=-41, z=-772}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2104, y=-41, z=-771}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2105, y=-41, z=-784}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2105, y=-41, z=-783}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2105, y=-41, z=-782}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2105, y=-41, z=-781}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2105, y=-41, z=-780}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2105, y=-41, z=-779}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2105, y=-41, z=-778}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2105, y=-41, z=-777}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2105, y=-41, z=-776}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2105, y=-41, z=-775}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2105, y=-41, z=-774}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2105, y=-41, z=-773}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2106, y=-41, z=-784}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2106, y=-41, z=-783}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2106, y=-41, z=-782}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.795] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2106, y=-41, z=-781}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2106, y=-41, z=-780}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2106, y=-41, z=-779}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2106, y=-41, z=-778}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2106, y=-41, z=-777}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2106, y=-41, z=-776}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2106, y=-41, z=-775}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2106, y=-41, z=-774}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2107, y=-41, z=-784}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2107, y=-41, z=-783}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2107, y=-41, z=-782}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2107, y=-41, z=-781}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2107, y=-41, z=-780}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2107, y=-41, z=-779}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2107, y=-41, z=-778}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2107, y=-41, z=-777}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2107, y=-41, z=-776}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2107, y=-41, z=-775}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2107, y=-41, z=-774}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2108, y=-41, z=-784}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2108, y=-41, z=-783}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
[29Mar2025 00:05:55.796] [Worker-Main-19/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-132, -49], pos: BlockPos{x=-2108, y=-41, z=-782}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / duneons:blue_hecro_spawn]
